date,damar hamlin,gaza,damar hamlin update,bud light,travis kelce,isPartial,vivek ramaswamy,first republic bank,chatgpt,palestine,matthew perry,isPartial,chat gpt,government shutdown,bryan kohberger,israel,israel news,isPartial,ai,chris christie,taylor swift,military news,shohei ohtani,isPartial,ufo,kevin mccarthy,lamar jackson,messi,cybertruck,isPartial,desantis,layoffs,ron desantis,artificial intelligence,aaron rodgers,isPartial,buffalo bills,eagles,derrick henry,detroit lions,chiefs,isPartial,xrp,weather today,britney spears,miami heat,lebron james,isPartial,prince harry,nvidia,turkey,real madrid,wwe,isPartial,wwe news,tesla,philadelphia eagles,lakers,donald trump,isPartial
2023-04-02,0,1,0,8,0,False,0,0,36,1,0,False,17,0,0,5,0,False,60,0,13,0,0,False,4,0,3,38,1,False,10,9,5,9,6,False,1,12,1,2,7,False,5,52,3,3,7,False,1,6,15,75,21,False,1,30,0,26,18,False
2023-04-09,0,0,0,7,0,False,0,0,39,1,0,False,17,0,0,5,0,False,66,0,22,0,0,False,5,0,2,30,1,False,8,5,4,10,5,False,1,9,0,2,6,False,4,43,3,6,6,False,2,6,15,59,11,False,0,27,0,23,5,False
2023-04-16,0,0,0,4,0,False,0,0,41,1,0,False,17,0,0,3,0,False,79,0,16,0,0,False,5,0,2,28,1,False,14,9,7,10,9,False,1,10,1,2,9,False,4,69,3,5,6,False,1,6,14,59,10,False,0,32,1,28,3,False
2023-04-23,0,0,0,3,0,False,0,2,42,1,0,False,18,0,0,3,0,False,85,0,17,0,0,False,5,0,5,28,1,False,13,9,6,10,25,False,3,17,2,5,12,False,3,59,3,11,9,False,1,6,14,49,11,False,0,28,1,48,4,False
2023-04-30,0,0,0,2,0,False,0,2,38,1,0,False,17,0,0,3,0,False,94,0,18,0,0,False,5,0,1,43,1,False,10,6,4,11,5,False,2,11,0,2,14,False,3,79,3,10,10,False,4,6,13,54,11,False,0,25,1,51,3,False
2023-05-07,0,1,0,2,0,False,0,0,40,1,0,False,17,0,0,4,0,False,91,0,20,0,0,False,4,0,1,35,1,False,12,6,6,11,2,False,2,12,0,2,9,False,3,56,4,13,12,False,4,5,14,99,12,False,0,26,1,100,5,False
2023-05-14,0,0,0,1,0,False,0,0,40,1,0,False,16,0,0,4,0,False,90,0,19,0,0,False,4,0,0,28,1,False,17,5,7,11,2,False,2,10,0,2,7,False,3,58,5,13,10,False,3,6,22,100,10,False,1,26,0,56,3,False
2023-05-21,0,0,0,2,0,False,0,0,41,1,0,False,16,0,0,3,0,False,86,0,20,0,0,False,4,0,0,29,1,False,40,6,21,10,4,False,1,9,0,1,5,False,3,77,4,26,13,False,2,10,14,44,10,False,0,26,0,52,2,False
2023-05-28,0,0,0,2,0,False,0,0,38,1,0,False,15,0,0,4,0,False,87,0,23,0,0,False,5,1,0,41,1,False,18,3,9,11,3,False,2,9,0,1,5,False,5,82,3,32,6,False,2,10,17,16,10,False,0,26,0,5,3,False
2023-06-04,0,0,0,1,0,False,0,0,38,1,0,False,15,0,0,3,0,False,84,1,25,0,0,False,8,0,0,100,1,False,11,4,5,11,2,False,2,9,0,1,6,False,5,72,4,30,6,False,3,7,14,27,9,False,0,30,0,4,4,False
2023-06-11,0,0,0,2,0,False,0,0,39,1,0,False,14,0,0,3,0,False,92,0,20,0,1,False,9,0,0,43,1,False,8,5,4,10,2,False,2,9,0,1,7,False,5,82,5,14,5,False,1,8,14,18,8,False,1,31,0,4,7,False
2023-06-18,0,0,0,1,0,False,0,0,36,1,0,False,13,0,0,3,0,False,85,0,30,0,1,False,5,0,0,46,1,False,7,4,4,10,3,False,2,9,0,2,8,False,5,98,4,3,5,False,1,7,14,15,9,False,0,30,0,6,3,False
2023-06-25,0,0,0,1,0,False,0,0,31,1,0,False,11,0,0,3,0,False,85,0,31,0,1,False,5,0,0,33,1,False,9,10,4,9,1,False,2,8,0,1,6,False,4,96,4,3,4,False,1,7,13,14,10,False,0,30,0,7,3,False
2023-07-02,0,0,0,1,0,False,0,0,33,1,0,False,10,0,0,3,0,False,86,0,35,0,1,False,5,0,0,27,1,False,13,8,7,9,2,False,1,11,0,1,6,False,4,100,9,4,4,False,1,7,14,15,10,False,0,30,0,7,2,False
2023-07-09,0,0,0,1,0,False,0,0,32,1,0,False,10,0,0,3,0,False,87,0,36,0,1,False,5,0,0,29,1,False,12,4,7,10,2,False,2,12,0,1,7,False,17,99,7,3,4,False,1,7,14,14,9,False,0,29,0,5,2,False
2023-07-16,0,0,0,1,0,False,0,0,28,1,0,False,8,0,0,3,0,False,93,0,23,0,1,False,5,0,0,57,2,False,9,3,5,10,3,False,2,10,0,2,8,False,14,92,5,2,5,False,1,7,14,15,9,False,0,35,0,4,3,False
2023-07-23,0,0,0,1,1,False,0,0,28,1,0,False,8,0,0,3,0,False,82,0,21,0,1,False,18,0,0,45,2,False,11,4,6,10,5,False,2,16,0,2,8,False,8,94,4,2,13,False,1,7,14,68,9,False,0,32,0,4,3,False
2023-07-30,0,0,0,1,0,False,1,0,29,1,0,False,9,0,0,3,0,False,83,0,28,0,1,False,10,0,0,37,1,False,8,5,4,9,5,False,3,15,0,2,8,False,6,70,4,2,4,False,1,7,13,37,10,False,0,30,1,3,5,False
2023-08-06,0,0,0,1,0,False,1,0,29,1,0,False,9,0,0,3,0,False,82,0,34,0,1,False,6,0,0,41,1,False,8,4,3,9,5,False,3,15,0,4,15,False,6,62,4,2,3,False,1,7,13,26,12,False,0,28,1,4,3,False
2023-08-13,0,0,0,1,0,False,1,0,31,1,0,False,8,0,0,3,0,False,83,0,21,0,1,False,6,0,0,38,1,False,7,3,2,8,4,False,3,20,0,4,18,False,6,60,12,1,3,False,1,7,13,30,9,False,0,29,1,4,5,False
2023-08-20,0,0,0,1,0,False,4,0,31,1,0,False,9,0,0,3,0,False,81,1,20,0,1,False,5,0,1,43,1,False,11,4,6,9,5,False,4,17,0,3,18,False,5,70,10,1,3,False,1,11,13,28,12,False,1,30,1,3,15,False
2023-08-27,0,0,0,0,0,False,2,0,34,1,0,False,10,0,0,3,0,False,79,0,21,0,0,False,5,0,1,35,1,False,8,4,4,8,6,False,4,15,1,4,20,False,4,53,5,1,3,False,1,8,13,31,10,False,0,31,1,4,6,False
2023-09-03,0,0,0,0,4,False,1,0,35,1,0,False,10,0,0,4,0,False,79,0,16,0,0,False,5,0,1,35,1,False,5,3,2,9,5,False,3,17,1,12,52,False,4,67,5,1,3,False,1,8,14,14,10,False,0,30,1,4,3,False
2023-09-10,0,0,0,0,3,False,0,0,36,1,0,False,12,0,0,4,0,False,78,0,20,0,1,False,7,1,1,30,1,False,3,5,2,9,100,False,9,62,1,4,15,False,3,79,6,1,3,False,1,7,14,13,9,False,0,29,4,4,3,False
2023-09-17,0,0,0,0,4,False,0,0,40,1,0,False,12,1,0,3,0,False,82,0,38,0,1,False,4,0,1,30,1,False,3,4,1,9,7,False,6,19,1,7,30,False,4,70,4,1,3,False,1,7,13,47,10,False,0,27,1,4,4,False
2023-09-24,0,0,0,0,20,False,1,0,41,1,0,False,12,5,0,3,0,False,87,0,39,0,0,False,4,1,1,28,1,False,5,4,2,9,5,False,6,38,1,13,35,False,4,55,7,2,3,False,1,7,13,57,8,False,0,29,3,3,4,False
2023-10-01,0,5,0,0,8,False,0,0,41,4,0,False,12,1,0,13,2,False,94,0,29,0,0,False,5,11,1,26,1,False,4,4,2,9,6,False,8,35,1,4,45,False,4,46,5,2,4,False,1,7,14,47,8,False,0,29,2,4,4,False
2023-10-08,0,55,0,0,6,False,0,0,40,41,0,False,12,0,0,100,11,False,89,0,32,0,0,False,4,1,1,28,1,False,4,5,2,10,3,False,7,33,1,8,53,False,4,41,4,2,4,False,1,7,18,16,9,False,0,25,2,9,3,False
2023-10-15,0,33,0,0,6,False,0,0,42,25,0,False,13,0,0,47,5,False,87,0,33,0,0,False,4,1,1,29,2,False,4,7,2,9,4,False,8,39,1,9,19,False,4,52,16,2,3,False,1,7,14,24,7,False,0,29,2,6,3,False
2023-10-22,0,18,0,0,6,False,0,0,42,16,0,False,13,0,0,27,3,False,88,0,37,0,0,False,4,0,1,26,2,False,2,5,1,8,2,False,10,44,3,7,35,False,6,35,20,3,5,False,1,7,15,62,7,False,0,27,3,15,3,False
2023-10-29,0,18,0,0,3,False,0,0,42,15,100,False,12,0,0,25,2,False,92,0,30,0,0,False,4,0,1,51,2,False,8,6,5,9,3,False,4,33,3,10,36,False,6,40,12,3,5,False,1,7,17,19,8,False,0,27,2,16,3,False
2023-11-05,0,13,0,0,3,False,1,0,45,13,6,False,15,0,0,20,2,False,95,0,30,0,0,False,4,0,1,24,2,False,8,5,5,9,4,False,6,41,0,4,45,False,10,49,8,3,6,False,1,7,23,50,8,False,0,26,2,15,4,False
2023-11-12,0,11,0,0,6,False,0,0,43,10,3,False,13,1,0,19,2,False,91,0,39,0,0,False,4,0,2,22,2,False,3,5,2,9,3,False,8,22,1,8,18,False,6,39,6,4,5,False,1,8,37,15,7,False,0,26,1,14,3,False
2023-11-19,0,8,0,0,4,False,0,0,45,8,2,False,14,0,0,14,1,False,98,0,34,0,0,False,5,0,1,25,2,False,3,3,2,9,4,False,6,63,1,14,50,False,5,39,7,4,6,False,1,9,92,13,8,False,0,25,3,13,3,False
2023-11-26,0,5,0,0,3,False,0,0,48,5,1,False,15,0,0,11,1,False,94,0,24,0,1,False,4,0,1,22,10,False,14,4,3,10,5,False,7,54,1,3,33,False,5,59,6,3,6,False,1,8,19,49,12,False,0,30,4,13,3,False
2023-12-03,0,6,0,0,3,False,0,0,45,5,1,False,15,0,0,10,1,False,95,0,26,0,5,False,4,1,1,20,8,False,6,5,2,9,4,False,3,50,1,7,39,False,6,52,5,3,6,False,1,8,15,23,7,False,0,29,3,18,3,False
2023-12-10,0,7,0,0,3,False,1,0,46,5,3,False,15,0,0,10,1,False,100,0,29,0,4,False,4,0,1,20,4,False,7,5,2,9,3,False,7,52,1,7,38,False,6,38,4,3,8,False,2,8,14,28,7,False,0,29,3,20,3,False
2023-12-17,0,6,0,0,3,False,0,0,38,4,2,False,11,0,0,8,1,False,93,0,21,0,1,False,4,0,2,19,3,False,3,3,1,8,4,False,8,48,1,8,29,False,5,36,4,3,5,False,2,8,20,39,8,False,0,28,3,12,4,False
2023-12-24,0,5,0,0,3,False,0,0,30,4,1,False,8,0,0,9,1,False,85,0,23,0,1,False,4,0,3,21,3,False,3,2,2,7,4,False,9,40,1,10,43,False,5,39,4,4,7,False,2,8,30,13,8,False,0,29,3,14,4,False
2023-12-31,0,4,0,0,3,False,0,0,33,3,1,False,9,0,0,8,1,False,93,0,20,0,0,False,4,0,4,22,2,False,3,3,2,8,9,False,7,37,1,10,35,False,5,49,5,3,6,False,1,7,14,40,10,False,0,26,2,14,4,False
